"Season","TeamName","eFGPct","RankeFGPct","TOPct","RankTOPct","ORPct","RankORPct","FTRate","RankFTRate"
2023,"Southern",48.1337480559876,254,21.9450464513587,326,20.1995012468828,351,27.2161741835148,268
2023,"Southern Illinois",53.4814814814815,58,20.9147322454608,288,21.7948717948718,341,30.2222222222222,191
2023,"Southern Indiana",50.4444444444444,156,19.4466378683017,217,30.7875894988067,131,32.2962962962963,149
2023,"Southern Miss",52.027027027027,96,17.6912870411322,103,33.0769230769231,65,28.5285285285285,235
2023,"Southern Utah",49.8330550918197,184,19.8207008964955,241,28.3422459893048,195,44.9081803005008,11
2023,"St. Bonaventure",48.7231182795699,231,19.7505494191854,236,31.1946902654867,119,29.0322580645161,220
2023,"St. Francis NY",43.91771019678,346,19.9984849632604,251,30.3867403314917,144,29.8747763864043,196
2023,"St. Francis PA",49.7810218978102,186,18.2653888905579,139,24.455205811138,302,29.7810218978102,202
2023,"St. John's",50.5370569280344,151,18.1966192596849,134,35.1201478743068,25,26.530612244898,284
2023,"St. Thomas",55.4319371727749,24,16.061859865699,34,23.4883720930233,316,32.1989528795811,155
2023,"Stanford",49.8603351955307,179,21.4371341936394,307,30.2961275626424,148,33.2402234636872,126
2023,"Stephen F. Austin",51.9672131147541,99,23.6997607845001,352,34.9726775956284,28,41.6393442622951,20
2023,"Stetson",51.257253384913,122,16.9869970666783,61,33.4405144694534,60,23.0174081237911,342
2023,"Stonehill",50.6510416666667,145,19.395151212197,208,17.1428571428571,361,30.46875,184
2023,"Stony Brook",45.6363636363636,320,21.4201122496267,306,20.4918032786885,349,37.0909090909091,52
2023,"Syracuse",51.1335012594458,128,16.1667612496021,41,31.359649122807,110,28.7153652392947,228
2023,"TCU",50.3994673768309,158,15.6680690555636,21,36.4464692482916,18,36.2183754993342,60
2023,"Tarleton St.",47.1899224806202,283,18.3419462843002,142,27.299703264095,226,54.2635658914729,1
2023,"Temple",49.8699609882965,178,19.9393947344256,245,27.061310782241,230,34.0702210663199,105
2023,"Tennessee",48.5006518904824,239,19.9969449111941,250,39.5491803278689,1,39.2438070404172,33
2023,"Tennessee Martin",49.1749174917492,212,18.3772478699878,145,29.973474801061,157,33.8283828382838,112
2023,"Tennessee St.",50.0846023688663,168,15.9803749780971,28,24.0997229916898,309,34.3485617597293,96
2023,"Tennessee Tech",48.9795918367347,222,20.2179335696468,258,25.3164556962025,274,22.7629513343799,344
2023,"Texas",56.3564875491481,12,16.1341438819903,39,31.2206572769953,115,27.391874180865,265
2023,"Texas A&M",49.9252615844544,176,18.1554103122731,130,35.8536585365854,21,47.085201793722,8
2023,"Texas A&M Commerce",49.1402116402116,216,19.3225923547315,202,25.7709251101322,264,23.2804232804233,339
2023,"Texas A&M Corpus Chris",46.6608084358524,296,18.538379040907,153,29.1428571428571,175,25.4833040421793,303
2023,"Texas Southern",42.4486803519062,354,18.6877535236833,165,28,205,26.6862170087977,280
2023,"Texas St.",46.9421487603306,292,17.6002234949015,98,29.973474801061,157,34.3801652892562,94
2023,"Texas Tech",57.7380952380952,5,19.447436606597,218,32.6027397260274,82,41.9642857142857,17
2023,"The Citadel",49.5581737849779,194,18.2629199645555,137,21.4814814814815,344,27.6877761413844,258
2023,"Toledo",54.1720990873533,46,15.6382797892232,20,32.0665083135392,90,29.5958279009126,209
2023,"Towson",49.3844049247606,205,19.9414002711331,246,36.1607142857143,20,34.4733242134063,92
2023,"Troy",49.9235474006116,177,18.3320509818352,141,32.6424870466321,80,29.0519877675841,219
2023,"Tulane",51.3085399449036,120,13.4649398071547,3,20,352,33.4710743801653,118
2023,"Tulsa",48.7430167597765,229,19.0029395172066,183,26.605504587156,245,23.3240223463687,337
2023,"UAB",51.2450851900393,124,18.3471028708795,143,37.0288248337029,11,40.2359108781127,28
2023,"UC Davis",50.9532062391681,135,21.5147745991192,310,32.033426183844,92,42.2876949740035,16
2023,"UC Irvine",49.8349834983498,183,18.1470192103211,129,29.1666666666667,173,26.4026402640264,287
2023,"UC Riverside",49.5850622406639,193,17.7474608756018,106,29.4117647058824,171,25.4495159059474,304
2023,"UC San Diego",45.9968602825746,318,19.1152467650474,191,27.2277227722772,228,24.4897959183673,320
2023,"UC Santa Barbara",50.9018036072144,136,20.265067077372,262,31.7725752508361,100,36.6733466933868,55
2023,"UCF",50.5298013245033,153,21.0324492345234,294,37.020316027088,12,26.4900662251656,285
2023,"UCLA",54.7418967587035,34,14.2732666694328,6,32.8703703703704,74,22.2088835534214,346
2023,"UMBC",51.5723270440252,112,16.0879326731037,37,28.3870967741935,194,26.7924528301887,275
2023,"UMKC",41.5436241610738,359,21.4550641940086,308,36.6053169734151,17,35.9731543624161,64
2023,"UMass Lowell",54.2194092827004,45,22.3716854770475,337,35.0877192982456,26,29.535864978903,210
2023,"UNC Asheville",53.9493293591654,51,22.0423825392017,327,27.431421446384,225,35.1713859910581,79
2023,"UNC Greensboro",46.7766116941529,294,20.5209637524048,276,28.0660377358491,203,30.5847076461769,182
2023,"UNC Wilmington",47.7848101265823,268,17.675708802374,101,28.8888888888889,178,41.1392405063291,21
2023,"UNLV",49.2275280898876,209,17.7642727750833,108,29.6875,164,36.2359550561798,58
2023,"USC",51.7265193370166,105,20.3106987978262,265,26.8518518518519,237,36.3259668508287,57
2023,"USC Upstate",48.6263736263736,237,19.4447997953179,216,26.865671641791,236,35.7142857142857,70
2023,"UT Arlington",40.9849749582638,361,21.8361240879744,322,34.1645885286783,42,34.5575959933222,89
2023,"UT Rio Grande Valley",53.2727272727273,62,23.1198856994415,348,27.893175074184,208,52.1818181818182,3
2023,"UTEP",48.2935153583618,248,23.5685435970539,350,30.8290155440415,129,47.6109215017065,6
2023,"UTSA",48.2529118136439,252,20.0094200191649,252,25.6997455470738,266,40.0998336106489,30
2023,"Utah",51.9631901840491,100,18.9466096895433,179,32.776617954071,78,32.8834355828221,134
2023,"Utah St.",57.7524893314367,4,16.5012247002707,49,25.9067357512953,261,35.8463726884779,66
2023,"Utah Tech",51.7156862745098,106,19.2435841175419,196,31.6353887399464,103,42.6470588235294,14
2023,"Utah Valley",49.4573643410853,201,18.4669870984063,151,28.391959798995,193,37.5193798449612,46
2023,"VCU",49.390243902439,204,22.3889811092972,338,26.7942583732057,239,52.5914634146341,2
2023,"VMI",49.6894409937888,188,20.3821656050955,268,26.7532467532468,242,22.0496894409938,349
2023,"Valparaiso",48.380829015544,243,19.0620600021661,188,24.1379310344828,307,24.6113989637306,318
2023,"Vanderbilt",49.4927536231884,199,19.3749421528399,205,30.3240740740741,147,28.4057971014493,239
2023,"Vermont",50.8379888268156,138,18.444722759877,149,18.6206896551724,360,24.5810055865922,319
2023,"Villanova",52.0714285714286,94,15.1932278248068,13,22.9268292682927,326,33.2857142857143,124
2023,"Virginia",52.3465703971119,84,15.2916779370661,15,27.0029673590504,233,47.8339350180505,5
2023,"Virginia Tech",54.8512289780078,33,14.3011605276436,7,28.6729857819905,184,23.4152652005175,335
2023,"Wagner",44.7058823529412,336,17.327861377109,74,31.3775510204082,109,26.218487394958,293
2023,"Wake Forest",53.7012113055182,55,19.4258116447545,214,26.2180974477958,254,32.8398384925976,135
2023,"Washington",50,170,19.2813563056921,200,25.1798561151079,278,33.7912087912088,114
2023,"Washington St.",51.0373443983403,133,21.1717573435878,299,33.7209302325581,52,29.5988934993084,208
2023,"Weber St.",48.9482200647249,223,20.2295997517841,259,20.7894736842105,348,35.1132686084142,81
2023,"West Virginia",55.848787446505,18,17.2643154876282,68,32.8947368421053,73,37.2325249643367,50
2023,"Western Carolina",46.1778471138846,312,17.881263266225,113,27.0334928229665,231,35.2574102964119,78
2023,"Western Illinois",50.1748251748252,164,15.7875852170793,23,24.7126436781609,291,35.4895104895105,74
2023,"Western Kentucky",52.0979020979021,93,17.1489817792069,64,26.1764705882353,257,31.8181818181818,161
2023,"Western Michigan",47.0760233918129,289,22.3232216467604,336,34.4827586206897,36,23.1968810916179,340
2023,"Wichita St.",48.0109739368999,260,18.3191060740011,140,27.5626423690205,222,27.4348422496571,264
2023,"William & Mary",47.7832512315271,269,18.7574924194345,171,30.4909560723514,141,30.0492610837438,194
2023,"Winthrop",52.5396825396825,79,22.1215790024364,331,26.5415549597855,246,40.4761904761905,26
2023,"Wisconsin",49.8415213946117,180,15.3584777437988,17,22.9166666666667,327,27.5752773375594,260
2023,"Wofford",49.84,181,16.1384875340529,40,29.9719887955182,159,31.36,170
2023,"Wright St.",51.5957446808511,109,17.8811413374075,112,24.0384615384615,312,19.6808510638298,359
2023,"Wyoming",52.1293375394322,92,18.4525324510053,150,26.0416666666667,259,34.8580441640379,85
2023,"Xavier",56.9493521790342,8,18.9723320158103,180,31.4159292035398,108,34.0400471142521,106
2023,"Yale",52.4615384615385,81,18.112586189153,126,32.0547945205479,91,22.1538461538462,347
2023,"Youngstown St.",55.3645116918845,27,18.7510071341722,168,33.7595907928389,51,30.1237964236589,193
