"Season","TeamName","eFGPct","RankeFGPct","TOPct","RankTOPct","ORPct","RankORPct","FTRate","RankFTRate"
2023,"Rutgers",48.7323943661972,230,18.2651181905356,138,34.1860465116279,40,32.6760563380282,138
2023,"SIU Edwardsville",48.0345911949686,256,19.0429924702453,187,32.824427480916,76,37.1069182389937,51
2023,"SMU",46.9230769230769,293,17.7574420568129,107,26.3829787234043,250,27.9487179487179,251
2023,"Sacramento St.",51.8333333333333,103,22.5823456391246,341,31.0055865921788,123,28.3333333333333,240
2023,"Sacred Heart",46.461716937355,304,18.9886788701239,181,26.6173752310536,244,25.4060324825986,305
2023,"Saint Joseph's",49.9259259259259,174,19.4823515435903,220,28.0660377358491,203,38.3703703703704,42
2023,"Saint Louis",48.015873015873,259,16.0543013132655,32,33.7028824833703,56,29.7619047619048,204
2023,"Saint Mary's",52.7544910179641,74,17.5679667133262,95,33.0595482546201,66,30.8982035928144,176
2023,"Saint Peter's",43.2558139534884,351,20.9852578563559,292,37.5586854460094,9,26.046511627907,295
2023,"Sam Houston St.",48.6742424242424,233,19.3761222700129,206,32.9230769230769,72,25.5681818181818,302
2023,"Samford",51.0619469026549,132,20.7463720492371,281,33.048433048433,67,40,31
2023,"San Diego",50.3783102143758,159,16.1905926137213,43,30.5084745762712,140,31.9041614123581,159
2023,"San Diego St.",50.5057803468208,155,17.9133310892886,116,27.75,213,35.9826589595376,63
2023,"San Francisco",52.353616532721,83,20.6764279365673,278,29.4695481335953,170,31.6877152698048,164
2023,"San Jose St.",52.821997105644,71,19.6797512865788,229,33.3333333333333,62,32.4167872648336,147
2023,"Santa Clara",50.7786429365962,140,19.0125585405065,186,31.8352059925094,99,31.8131256952169,162
2023,"Seattle",47.0887918486172,288,17.6701466685735,100,34.1013824884793,43,34.4978165938865,91
2023,"Seton Hall",48.3236151603499,246,22.1938882739488,333,31.8681318681319,98,47.5218658892128,7
2023,"Siena",51.929012345679,101,21.8309322356887,321,31.0344827586207,122,35.9567901234568,65
2023,"South Alabama",49.1603053435115,215,14.6559189927387,9,19.7435897435897,355,20.6106870229008,355
2023,"South Carolina",46.5492957746479,300,19.6671709531014,228,34.8314606741573,30,25.2112676056338,311
2023,"South Carolina St.",44.904137235116,332,17.4451449619235,83,31.2698412698413,114,26.8415741675076,272
2023,"South Dakota",48.3076923076923,247,20.8078718937044,284,28.6746987951807,183,31.5384615384615,166
2023,"South Dakota St.",48.3988355167394,241,22.3189983669026,335,19.0361445783133,358,32.8966521106259,133
2023,"South Florida",50.1182033096927,166,18.1733215639441,131,33.7209302325581,52,27.5413711583924,262
2023,"Southeast Missouri St.",48.0085348506401,261,19.424602614416,213,21.7391304347826,342,32.7169274537696,137
2023,"Southeastern Louisiana",49.6627318718381,190,17.6839002824512,102,24.2424242424242,305,29.8482293423272,197
