player_id,assist_percentage,assists,block_percentage,blocks,defensive_rating,defensive_rebound_percentage,defensive_rebounds,effective_field_goal_percentage,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_attempts,free_throw_percentage,free_throws,minutes_played,offensive_rating,offensive_rebound_percentage,offensive_rebounds,personal_fouls,points,steal_percentage,steals,three_point_attempt_rate,three_point_attempts,three_point_percentage,three_pointers,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_attempts,two_point_percentage,two_pointers,usage_percentage,purdue_player,game_id
mark-mitchell-4,8.2,1,0.0,0,125,10.0,2,0.167,6,0.167,1,0.0,0,,0,25,38,4.3,1,0,2,0.0,0,0.333,2,0.0,0,6.9,3,0.167,25.0,2,4,0.25,1,16.9,0,2022-11-27-15-purdue
dereck-lively-ii-1,0.0,0,9.2,2,106,11.5,2,0.0,3,0.0,0,0.0,0,,0,22,36,14.9,3,5,0,5.7,2,0.667,2,0.0,0,13.3,5,0.0,25.0,1,1,0.0,0,9.7,0,2022-11-27-15-purdue
dariq-whitehead-1,0.0,0,0.0,0,126,7.7,1,0.286,7,0.286,2,0.286,2,1.0,2,16,75,0.0,0,1,6,0.0,0,0.286,2,0.0,0,3.6,1,0.381,11.3,1,5,0.4,2,29.1,0,2022-11-27-15-purdue
ryan-young-2,0.0,0,0.0,0,125,8.4,1,0.333,3,0.333,1,0.667,2,1.0,2,15,134,21.8,3,3,4,0.0,0,0.0,0,,0,15.6,4,0.515,0.0,0,3,0.333,1,13.8,0,2022-11-27-15-purdue
jaylen-blakes-1,21.9,1,0.0,0,114,28.7,2,0.0,2,0.0,0,1.0,2,0.0,0,9,16,0.0,0,0,0,0.0,0,1.0,2,0.0,0,13.3,2,0.0,0.0,0,0,,0,17.5,0,2022-11-27-15-purdue
jacob-grandison-1,22.1,1,0.0,0,130,0.0,0,,0,,0,,0,,0,9,31,0.0,0,2,0,0.0,0,,0,,0,0.0,0,,100.0,1,0,,0,6.1,0,2022-11-27-15-purdue
christian-reeves-1,0.0,0,0.0,0,130,0.0,0,,0,,0,,0,,0,0,,0.0,0,0,0,0.0,0,,0,,0,0.0,0,,,0,0,,0,0.0,0,2022-11-27-15-purdue
tyler-kolek-1,49.6,11,0.0,0,113,22.1,6,0.286,14,0.286,4,0.0,0,,0,39,96,0.0,0,2,8,1.5,1,0.286,4,0.0,0,9.1,6,0.286,6.7,1,10,0.4,4,18.6,0,2022-11-15-purdue
oso-ighodaro-1,27.0,5,0.0,0,116,8.2,2,0.385,13,0.385,5,0.0,0,,0,35,110,8.6,3,2,10,1.7,1,0.0,0,,0,8.4,5,0.385,0.0,0,13,0.385,5,18.0,0,2022-11-15-purdue
kam-jones-1,0.0,0,0.0,0,113,21.5,5,0.607,14,0.429,6,0.143,2,1.0,2,33,135,3.0,1,1,19,1.8,1,0.857,12,0.417,5,10.6,6,0.638,0.0,0,2,0.5,1,21.6,0,2022-11-15-purdue
olivier-maxence-prosper-1,0.0,0,0.0,0,120,5.3,1,0.4,5,0.4,2,0.0,0,,0,27,79,14.8,4,3,4,0.0,0,0.4,2,0.0,0,10.9,5,0.4,28.6,2,3,0.667,2,12.5,0,2022-11-15-purdue
stevie-mitchell-1,7.6,1,0.0,0,119,12.7,2,0.357,7,0.286,2,0.286,2,0.5,1,23,78,0.0,0,1,6,0.0,0,0.714,5,0.2,1,5.2,2,0.381,11.3,1,2,0.5,1,18.9,0,2022-11-15-purdue
david-joplin-1,0.0,0,0.0,0,113,40.6,6,0.864,11,0.636,7,0.273,3,0.667,2,21,124,14.2,3,3,21,0.0,0,0.636,7,0.714,5,25.1,9,0.852,19.6,3,4,0.5,2,34.9,0,2022-11-15-purdue
chase-ross-1,0.0,0,0.0,0,118,14.2,1,0.2,5,0.2,1,0.0,0,,0,10,58,10.0,1,2,2,0.0,0,0.4,2,0.0,0,11.7,2,0.2,0.0,0,3,0.333,1,24.0,0,2022-11-15-purdue
ben-gold-1,0.0,0,26.7,1,72,0.0,0,0.0,2,0.0,0,0.0,0,,0,5,0,0.0,0,4,0,11.3,1,1.0,2,0.0,0,0.0,0,0.0,0.0,0,0,,0,18.6,0,2022-11-15-purdue
sean-jones-3,0.0,0,0.0,0,120,0.0,0,0.0,1,0.0,0,0.0,0,,0,4,0,0.0,0,1,0,0.0,0,1.0,1,0.0,0,0.0,0,0.0,0.0,0,0,,0,11.0,0,2022-11-15-purdue
zach-wrightsil-1,0.0,0,0.0,0,121,0.0,0,,0,,0,,0,,0,3,0,0.0,0,0,0,0.0,0,,0,,0,0.0,0,,100.0,1,0,,0,16.4,0,2022-11-15-purdue
tyler-kolek-1,49.6,11,0.0,0,113,22.1,6,0.286,14,0.286,4,0.0,0,,0,39,96,0.0,0,2,8,1.5,1,0.286,4,0.0,0,9.1,6,0.286,6.7,1,10,0.4,4,18.6,0,2022-11-15-purdue
oso-ighodaro-1,27.0,5,0.0,0,116,8.2,2,0.385,13,0.385,5,0.0,0,,0,35,110,8.6,3,2,10,1.7,1,0.0,0,,0,8.4,5,0.385,0.0,0,13,0.385,5,18.0,0,2022-11-15-purdue
kam-jones-1,0.0,0,0.0,0,113,21.5,5,0.607,14,0.429,6,0.143,2,1.0,2,33,135,3.0,1,1,19,1.8,1,0.857,12,0.417,5,10.6,6,0.638,0.0,0,2,0.5,1,21.6,0,2022-11-15-purdue
olivier-maxence-prosper-1,0.0,0,0.0,0,120,5.3,1,0.4,5,0.4,2,0.0,0,,0,27,79,14.8,4,3,4,0.0,0,0.4,2,0.0,0,10.9,5,0.4,28.6,2,3,0.667,2,12.5,0,2022-11-15-purdue
stevie-mitchell-1,7.6,1,0.0,0,119,12.7,2,0.357,7,0.286,2,0.286,2,0.5,1,23,78,0.0,0,1,6,0.0,0,0.714,5,0.2,1,5.2,2,0.381,11.3,1,2,0.5,1,18.9,0,2022-11-15-purdue
david-joplin-1,0.0,0,0.0,0,113,40.6,6,0.864,11,0.636,7,0.273,3,0.667,2,21,124,14.2,3,3,21,0.0,0,0.636,7,0.714,5,25.1,9,0.852,19.6,3,4,0.5,2,34.9,0,2022-11-15-purdue
chase-ross-1,0.0,0,0.0,0,118,14.2,1,0.2,5,0.2,1,0.0,0,,0,10,58,10.0,1,2,2,0.0,0,0.4,2,0.0,0,11.7,2,0.2,0.0,0,3,0.333,1,24.0,0,2022-11-15-purdue
ben-gold-1,0.0,0,26.7,1,72,0.0,0,0.0,2,0.0,0,0.0,0,,0,5,0,0.0,0,4,0,11.3,1,1.0,2,0.0,0,0.0,0,0.0,0.0,0,0,,0,18.6,0,2022-11-15-purdue
sean-jones-3,0.0,0,0.0,0,120,0.0,0,0.0,1,0.0,0,0.0,0,,0,4,0,0.0,0,1,0,0.0,0,1.0,1,0.0,0,0.0,0,0.0,0.0,0,0,,0,11.0,0,2022-11-15-purdue
zach-wrightsil-1,0.0,0,0.0,0,121,0.0,0,,0,,0,,0,,0,3,0,0.0,0,0,0,0.0,0,,0,,0,0.0,0,,100.0,1,0,,0,16.4,0,2022-11-15-purdue
